statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
4,2011,-6538,107259,-5389.893767356873,-139.1074352264404,47744.36537885666,55775.63187456131,6407342,3223331,3184011
5,2011,-4003,35933,-3446.913740366697,-306.0859529227018,15251.74083006382,16040.25988578796,2921998,1487273,1434725
6,2011,49443,596799,5567.474152803421,40325.52731204033,253600.7732124329,317070.2150945663,37319550,18773276,18546274
7,2011,0,0,0,0,0,0,0,0,0
8,2011,-8662,89767,-6654.498361721635,-498.5017280206084,38159.27466386557,46199.72704482079,5047539,2517949,2529590
9,2011,-1802,49934,-1952.541784286499,1499.541987657547,22140.28793334961,25879.71197509766,3579173,1836823,1742350
10,2011,2566,14672,819.0654563903809,1476.934555053711,6955.7041015625,7035.295776367188,899647,463974,435673
11,2011,-4723,15232,-1613.220336914063,-2653.779541015625,7590.55615234375,6970.44384765625,605282,319308,285974
12,2011,7580,360808,-3917.29339402914,14259.29346746206,156426.007529974,192596.9907155037,18846143,9633882,9212261
13,2011,12569,154752,1510.140542581677,10045.85943368077,67085.53937217593,77363.46062445641,9712209,4970859,4741350
15,2011,-2204,18884,-1750.257301330566,-734.7424850463867,8218.157104492188,9652.842407226563,1364004,680708,683296
16,2011,-746,19858,-1002.962762266397,710.9628306291997,8445.279223024845,9857.720163583755,1570819,783970,786849
17,2011,4221,198420,88.38535326719284,7553.616461098194,87585.92309853435,99366.07824444771,12840545,6543435,6297110
18,2011,1076,87457,-2240.412536799908,6013.412388980389,36754.31015092134,44031.68958067894,6490555,3297382,3193173
19,2011,5104,42132,-1648.318047851324,917.318026214838,15911.38922557235,19629.61105060577,3050819,1539861,1510958
20,2011,-1861,36675,-1371.528942808509,-531.4711896777153,14730.47391819954,16817.52652406693,2858266,1440121,1418145
21,2011,-3812,52527,-4609.158085346222,-2452.841690838337,20957.59355825186,23465.40697181225,4348464,2208920,2139544
22,2011,-9881,56469,-4090.914674222469,-3781.085101306438,23288.83959120512,29135.16030406952,4544635,2319925,2224710
23,2011,-1374,16681,-1147.840787231922,-759.1592655181885,7251.02734375,8113.972553253174,1327651,677943,649708
24,2011,19772,100938,10064.52194476128,10876.47793102264,46610.44330978394,49418.55965423584,5788784,2988816,2799968
25,2011,-6134,97550,-5433.703119277954,1320.702919006348,44488.40097045898,49306.59784698486,6566440,3390251,3176189
26,2011,28749,148833,8495.781898260117,18360.21858966351,63730.12434542179,77529.8753695488,9877597,5032392,4845205
27,2011,155,83723,-3884.284619137645,6440.285662561655,33506.1804292202,44506.82112598419,5310934,2675292,2635642
28,2011,961,32655,-384.0487635135651,963.0486058592796,13287.16247934103,15741.83775854111,2970615,1527379,1443236
29,2011,-9571,81787,-8311.519493699074,-48.48041945695877,34845.48175945878,38851.51794993877,5996089,3058876,2937213
30,2011,-2502,14074,-2025.803856594488,-332.1962318941951,6155.041715890169,6392.95788192749,990730,493472,497258
31,2011,-363,23775,-1027.661508925259,1248.661634080112,9474.662238836288,10434.33782100677,1829591,921463,908128
32,2011,-5510,54103,-4835.62672162056,-540.3732993602753,22330.1461994648,28563.84949398041,2702483,1338331,1364152
33,2011,-1354,18312,-651.8280787467957,-94.17185211181641,8489.262435913086,8978.737106323242,1316807,667248,649559
34,2011,13333,151396,3291.446083068848,12832.55471897125,66316.05435180664,78899.94329833984,8799451,4515662,4283789
35,2011,1269,23078,-426.0847771167755,1479.084758520126,9559.949265480042,11856.05202770233,2064614,1044296,1020318
36,2011,-30219,289200,-21938.72141546011,-6550.279170036316,125768.1489295959,146055.8575973511,19399956,10010724,9389232
37,2011,2286,147139,-4285.726248592138,4590.726926803589,65115.0368937254,72172.96430587769,9574586,4904404,4670182
38,2011,-515,9245,-312.0098356828094,-289.9901967644691,2961.93126475811,3578.068537116051,674752,333653,341099
39,2011,4125,147641,-4767.731092572212,6314.731876850128,64521.35898798704,74575.64082813263,11539449,5905286,5634163
40,2011,-1307,52718,-2509.80772832036,261.807581782341,22270.99955752492,26155.00105714798,3760014,1899677,1860337
41,2011,-523,52766,-2547.61392223835,3435.613785982132,22347.20772194862,28240.79083228111,3837614,1938491,1899123
42,2011,-8658,171787,-10549.5474986136,-2054.452852904797,75337.31713628769,83680.68058252335,12711406,6515318,6196088
44,2011,-896,15467,-1287.659643173218,513.659590959549,6978.625732421875,8244.374755859375,1053994,544718,509276
45,2011,-6262,62216,-3345.820063531399,1345.820063322783,25901.39957737923,32747.60084986687,4635846,2380930,2254916
46,2011,-3678,9864,-1520.058202430606,-1240.941584229469,3797.09057277441,4209.909542322159,816193,407748,408445
47,2011,5614,92086,-1807.699858784676,3100.700025320053,37974.69074845314,45254.30773353577,6355518,3257576,3097942
48,2011,-96418,366407,-58998.7578994222,-34957.24475123588,155498.9790418148,186581.0217499733,25241897,12721747,12520150
49,2011,-3523,47390,-2775.634227395058,-316.3660130500793,19878.97873735428,25168.02108240128,2775413,1381267,1394146
50,2011,-2278,7173,-1537.629639148712,-756.3703072071075,3052.546846866608,3407.453256607056,625886,317623,308263
51,2011,9773,137054,3568.462365463376,2547.536970794201,61823.16915416718,60295.83342897892,8024004,4085723,3938281
53,2011,-15305,89590,-10018.3058411479,-2979.694360733032,39037.26932308078,45633.73254513741,6743009,3384508,3358501
54,2011,-1979,19017,-1897.655417770147,341.6556475162506,6396.193788170815,8952.80625462532,1854265,939948,914317
55,2011,-5306,71767,-4325.12649717927,1486.12639336288,31257.23560214043,36596.76322197914,5690538,2866332,2824206
56,2011,495,8205,42.07300215959549,600.9269816875458,3197.238981723785,4149.761132240295,564531,276725,287806
72,2011,0,0,0,0,0,0,0,0,0
99,2011,0,0,0,0,0,0,0,0,0
,2011,0,0,0,0,0,0,0,0,0
0,2012,0,0,0,0,0,0,0,0,0
1,2012,4559,58266,86.40793927013874,2631.592175811529,24401.56685018539,29238.43352365494,4799642,2471124,2328518
2,2012,-2346,7363,-884.1854226589203,-138.8145622014999,3303.123223781586,3325.876883506775,722349,346420,375929
4,2012,-8489,98079,-1706.055706558749,-2104.944211006165,44100.7961769104,49172.20249557495,6473416,3255268,3218148
5,2012,-7030,32234,-1157.242576375604,-1478.757506221533,13635.3000535965,13486.69997286797,2941038,1496627,1444411
6,2012,-12147,531506,-12809.15740263462,3662.156376123428,232404.4496650696,275265.5686035156,37636311,18941522,18694789
8,2012,-3694,85632,-2763.516338288784,-873.483179807663,37746.67446529865,42784.32578897476,5121900,2555122,2566778
9,2012,3709,51816,-1039.549096107483,2247.548774719238,22421.30990600586,25195.6867980957,3588632,1840904,1747728
10,2012,1563,13806,148.625,577.3750839233398,6373.723449707031,6221.276489257813,907590,468243,439347
11,2012,-3879,12780,-1889.724731445313,-2182.275390625,6507.72314453125,5675.27734375,620290,326595,293695
12,2012,-29151,349692,-10776.69722045958,-6678.302842780948,157938.9724235535,179991.0331301689,19055607,9736576,9319031
13,2012,2958,152611,1439.19175876677,4071.807914972305,67571.36448168755,73732.63192081451,9803630,5016509,4787121
15,2012,-1513,17978,-541.2955718040466,-580.7043762207031,8200.659851074219,9325.34033203125,1379562,688528,691034
16,2012,2043,21511,448.1571664214134,1791.842962291092,9562.285259723663,10191.71509385109,1584272,790969,793303
17,2012,-7701,177212,-2945.649419620633,-1512.350378077477,78798.34384337068,85468.6542673111,12867783,6555863,6311920
18,2012,-1691,77519,-5130.144942164421,-1100.85517552495,32661.38504242897,36726.61517691612,6517250,3310293,3206957
19,2012,-3164,35858,-3187.126338049769,-1048.873679876328,14346.47246736288,15880.5274541378,3066772,1546565,1520207
20,2012,-1744,43548,610.1451390683651,-3212.145616859198,19904.47464489937,19028.52583515644,2869677,1445451,1424226
21,2012,1648,52382,-626.9675616919994,1181.967545129359,20575.74702531099,24133.25264501572,4370817,2220604,2150213
22,2012,-16239,51934,-6136.665755838156,-7625.333823263645,22190.59948825836,25100.40064191818,4576244,2336558,2239686
23,2012,917,18228,386.1844758987427,699.8154494762421,8354.590995788574,9030.409091949463,1328473,678007,650466
24,2012,-8130,77374,-5389.081065133214,-1692.91919708252,35002.13330459595,38605.86569213867,5840241,3013514,2826727
25,2012,-6642,83369,-3510.063436508179,-1952.936875343323,38215.45868301392,41974.54229736328,6614218,3412828,3201390
26,2012,-11828,120516,-6695.831956803799,-6016.167969703674,55330.83009624481,57256.1687836647,9883053,5034506,4848547
27,2012,-4029,70264,-1648.59986025095,105.5997098088264,31339.24650114775,33755.75398612022,5346620,2692147,2654473
28,2012,-4923,28615,-2352.385116197169,-1060.614850241691,11601.59075069427,13156.40905928612,2979147,1531631,1447516
29,2012,289,75890,-1850.309866994619,1609.309884101152,33695.00834441185,36215.99091660976,6011182,3065745,2945437
30,2012,1172,13555,260.1004523616284,479.899533033371,5221.625959694386,6164.37397813797,997518,497009,500509
31,2012,-931,24025,-1006.023086093366,-979.9769608974457,9907.14352747798,9724.856714963913,1840914,926785,914129
32,2012,2792,47254,910.0067963600159,2778.993041157722,20993.19257771969,24452.80522537231,2713114,1345187,1367927
33,2012,2455,18392,958.7159118652344,1531.284214019775,8498.194412231445,9223.804412841797,1320444,668935,651509
34,2012,15699,139993,5799.708585739136,10583.29137802124,62053.54393005371,72222.45538330078,8828552,4527643,4300909
35,2012,-3022,19082,-1323.23482260108,-1584.76524066925,8255.344193220139,9568.656144499779,2080707,1052390,1028317
36,2012,-7219,293335,-4399.258636236191,-2156.741514205933,133167.3245882988,143780.6712994576,19499921,10056851,9443070
37,2012,-12607,122908,-4625.662679642439,-6278.336937785149,56467.53702613711,59071.46211767197,9658913,4952048,4706865
38,2012,-4785,7869,-1768.299603670835,-1706.700446546078,3279.144651770592,3395.8552775383,685526,338166,347360
39,2012,5260,147882,-606.167608089745,5636.168118052185,69294.34365797043,69701.65544176102,11545735,5906025,5639710
40,2012,-5280,42621,-2001.946560464799,-3538.053770378232,19073.97422093153,19320.02537679672,3788824,1914243,1874581
41,2012,3305,50309,-526.8422673940659,1891.842333674431,22292.93544149399,24747.06406974792,3872672,1956689,1915983
42,2012,-23784,158201,-9402.217346489429,-8050.783508002758,75132.44179534912,74727.55650138855,12747052,6528781,6218271
44,2012,98,15414,1297.360548973083,1323.639511108398,7347.556526184082,7656.444183349609,1053829,544091,509738
45,2012,-8585,55012,-3239.91117040813,-3016.088720679283,23351.95383024216,27296.04621744156,4672655,2401300,2271355
46,2012,446,10647,28.67308975756168,293.3269613534212,4035.088799774647,3789.911395192146,823740,410308,413432
47,2012,9457,87407,2418.951409779489,5006.048894166946,38440.10015276074,41535.90043568611,6400298,3281016,3119282
48,2012,-88953,342184,-43218.59690850973,-30203.40290799737,148830.6461866498,169357.3616724014,25645504,12925831,12719673
49,2012,-4004,42006,-2637.951144933701,-671.048763781786,18264.11590099335,22290.8832950592,2814797,1400748,1414049
50,2012,805,8049,639.0788618326187,544.9211131334305,3703.31695330143,3934.682856082916,627197,317948,309249
51,2012,-11697,114137,-8812.331319242716,-4636.668513298966,51300.36673569679,53534.63566231728,8102437,4123702,3978735
53,2012,-3934,87687,-3014.926341295242,2371.92621588707,38827.38687086105,44137.61415910721,6827479,3424466,3403013
54,2012,257,17270,-399.6481006145477,148.6481221430004,6809.23226159811,7767.767938613892,1856606,940485,916121
55,2012,175,63213,187.5980068147182,1013.402214467525,28669.4119745791,30102.5882089138,5705840,2873601,2832239
56,2012,-643,7872,-407.1014873981476,-119.8984642028809,3282.072091817856,3823.927819252014,567491,278134,289357
72,2012,0,0,0,0,0,0,0,0,0
99,2012,0,0,0,0,0,0,0,0,0
,2012,0,0,0,0,0,0,0,0,0
0,2013,0,0,0,0,0,0,0,0,0
1,2013,2620,58526,1056.009776055813,1813.990466177464,26049.66653060913,28427.33291959763,4816632,2480436,2336196
2,2013,-2766,7649,-1058.953808605671,-1741.046449899673,3359.13235449791,3479.867858886719,730810,349778,381032
4,2013,2200,103219,982.7913717031479,2087.208332061768,48162.01420593262,51481.98880767822,6556344,3296646,3259698
5,2013,3323,34055,430.7039240598679,1212.296011716127,14124.14792895317,14629.85251903534,2952876,1502409,1450467
6,2013,-839,549061,-6573.572940945625,5419.571240544319,238814.9243392944,283499.085893631,37944551,19097277,18847274
8,2013,-8003,86720,-4208.790868751705,133.7911051511765,37659.24950528145,44621.74982023239,5193660,2590172,2603488
9,2013,-930,47841,-23.90448760986328,637.9045372009277,23158.82369995117,23268.17593383789,3595211,1843669,1751542
10,2013,-1402,14210,-1247.786422729492,-446.213794708252,7123.868896484375,6314.131164550781,915518,472124,443394
11,2013,1196,18633,1488.613525390625,-207.6132965087891,9660.9228515625,7791.07666015625,635737,334714,301023
12,2013,-50754,351512,-28344.42011734843,-14104.58352074027,157995.26037848,181486.7375392914,19302016,9864969,9437047
13,2013,-5599,155536,-1189.370887495577,-1746.629763886333,72858.45029520988,72102.54425370693,9903580,5068404,4835176
15,2013,-476,16415,49.74398612976074,13.25607681274414,7627.668823242188,8400.330871582031,1395199,695606,699593
16,2013,-1262,21919,276.1429176330566,31.85697895288467,10297.65590173006,9862.344341039658,1595910,796813,799097
17,2013,9146,202904,1690.878178477287,4699.122669979697,90522.90792602301,96343.09522008896,12883029,6562818,6320211
18,2013,-10506,82374,-7927.695268273354,-2277.304500967264,37886.77235364914,37882.22622203827,6538989,3319458,3219531
19,2013,2967,39145,774.4034945685416,1029.596541553736,16612.50856637955,16699.49233412743,3076844,1550836,1526008
20,2013,-8100,36156,-4230.480842474848,-3629.518925845623,15827.84790691733,15493.15193271637,2886024,1451795,1434229
21,2013,-5817,50281,-4954.995055168867,-2243.004582256079,20684.67745423317,23120.32224559784,4387865,2227546,2160319
22,2013,-7567,56315,-4650.427119195461,-3197.57273876667,24896.94988512993,26524.05032968521,4602067,2350259,2251808
23,2013,-55,16572,-357.4634644985199,-131.5364782810211,7381.497371673584,7848.502288818359,1328094,677831,650263
24,2013,-5798,79371,-4846.118050605059,-3448.882219076157,34578.01250457764,37717.98789215088,5888375,3036122,2852253
25,2013,7310,99198,1338.25164437294,7023.74812412262,44904.05677032471,49696.94494628906,6664269,3435460,3228809
26,2013,16673,137778,6118.548438280821,7159.452271580696,64241.16677808762,64744.83257377148,9898289,5038913,4859376
27,2013,5769,77009,4417.402213424444,728.5979666113853,35411.1424690485,32700.85823202133,5377500,2706227,2671273
28,2013,-2067,26256,-1309.712459087372,-867.2874674797058,10321.08079373837,11669.9193353653,2984599,1534497,1450102
29,2013,-4854,79080,-3936.592399960384,-3666.407580345869,35906.41440218687,35771.58523440361,6026027,3072496,2953531
30,2013,-2374,12026,-856.7375686019659,-815.262316852808,5253.37118524313,5160.628820419312,1004168,499969,504199
31,2013,-4282,21475,-2789.645756696351,-1957.354233384132,8748.568267434835,8820.431746602058,1853691,932548,921143
32,2013,-1247,46438,-1291.008295536041,1395.008146762848,20305.55864143372,24684.43914794922,2744670,1361633,1383037
33,2013,9159,27915,42.46107959747314,582.5389699935913,8806.490356445313,9228.509338378906,1324677,670911,653766
34,2013,-2014,135041,-2311.06704044342,-1121.93279504776,59604.2865447998,67250.71463012695,8845671,4534588,4311083
35,2013,-3068,21262,-2245.843766689301,-415.1563587188721,9163.551414310932,10624.44843864441,2087715,1054817,1032898
36,2013,-19605,267388,-6439.289363503456,-9574.709121823311,121175.7545683384,133006.2453517914,19574362,10088624,9485738
37,2013,-6861,120197,-4439.331042408943,-2297.668592303991,54612.85911226273,58845.14282059669,9751810,5001181,4750629
38,2013,-6243,9661,-1693.120719060302,-3357.879270374775,3392.88759291172,4056.112671852112,702227,345038,357189
39,2013,8480,160731,428.1650468725711,2715.835832595825,76390.66389548779,70172.33464431763,11550971,5904138,5646833
40,2013,-20768,47064,-9115.038496673107,-9254.96122905612,20711.93992382288,21274.05982089043,3819320,1928266,1891054
41,2013,-6160,47657,-2703.511217355728,-1054.48861014843,21964.7922949791,23378.20767521858,3900102,1969955,1930147
